###FILE ALREADY PARSED###
26341.87 0 2
26536.63 0 2
26536.63 0 3
26731.38 0 1
26731.38 0 2
26926.14 0 3
26926.14-27315.649999999998 0 5
26926.14 0 2
27120.89 0 3
27120.89 0 2
27315.65 0 2
27315.65 0 3
27510.4-27802.530000000002 0 5
27510.4-27899.91 0 6
27510.4 0 1
27705.16 0 1
27899.91 0 1
27899.91 0 2
28094.66 0 3
28094.66 0 2
28289.42 0 1
28289.42 0 2
28484.17 0 2
28484.17-28873.679999999997 0 5
28484.17 0 3
28678.93 0 2
28678.93 0 3
28873.68 0 3
28873.68 0 2
29068.44-29360.57 0 6
29068.44-29457.949999999997 0 7
29068.44 0 1
29263.19 0 1
29457.95 0 1
29457.95 0 2
29652.7 0 3
29652.7 0 2
29847.46 0 1
29847.46 0 2
30042.21-30431.719999999998 0 7
30042.21-30431.719999999998 0 5
30042.21 0 3
30042.21 0 2
30236.96 0 3
30236.96 0 2
30431.72 0 3
30431.72 0 2
30626.47-30918.600000000002 0 4
30626.47 0 1
30626.47-31210.73 0 6
30626.47-31210.73 0 7
30821.23 0 1
31015.98 0 1
31015.98 0 2
31210.74 0 3
31210.74 0 2
31405.49 0 1
31405.49 0 2
31600.25 0 4
31600.25-31989.76 0 5
31600.25 0 2
31600.25 0 3
31795 0 3
31795 0 2
31989.76 0 3
31989.76 0 2
32184.51 0 1
32184.51-32768.77 0 7
32184.51-32476.64 0 6
32379.27 0 1
32574.02 0 1
32574.02 0 2
32768.770000000004 0 3
32768.770000000004 0 2
32963.53 0 1
32963.53 0 2
33158.28 0 2
33158.28-33547.79 0 5
33158.28 0 3
33353.04 0 3
33353.04 0 2
33547.79 0 3
33547.79 0 2
33742.55-34034.68 0 5
33742.55-34132.060000000005 0 6
33742.55 0 1
33937.3 0 1
34132.06 0 1
34132.06 0 2
34326.81 0 3
34326.81 0 2
34521.57 0 1
34521.57 0 2
34716.32 0 3
34716.32-35105.83 0 5
34716.32 0 2
34911.07 0 3
34911.07 0 2
35105.83 0 3
35105.83 0 2
35300.58 0 1
35300.58-35690.090000000004 0 7
35300.58-35592.71 0 6
35495.34 0 1
35690.09 0 1
35690.09 0 2
35884.85 0 3
35884.85 0 2
36079.6 0 1
36079.6 0 2
36274.36 0 3
36274.36 0 2
36274.36-36663.87 0 6
36469.11 0 3
36469.11 0 2
36663.87 0 3
36663.87 0 2
36858.62 0 1
36858.62-37150.75 0 5
36858.62-37248.130000000005 0 7
36858.62-37150.75 0 4
37053.38 0 1
37248.13 0 5
37248.13 0 1
37345.51 0 3
37442.89 0 5
37442.89 0 1
37540.26 0 3
37637.64 0 1
37637.64 0 5
37832.39 0 7
38027.15 0 7
38221.9 0 1
38416.66 0 1
38611.41 0 6
38806.17 0 6
39000.92 0 2
39195.68 0 2
39390.43 0 5
39585.19 0 5
39779.94 0 3
39974.7 0 3
40169.45 0 4
40364.2 0 4
40558.96 0 5
40753.71 0 5
40948.47 0 3
41143.22 0 3
41337.98 0 6
41532.73 0 6
41727.49 0 2
41922.24 0 2
42117 0 7
42311.75 0 7
42506.51 0 1
42701.26 0 1
42896.01 0 6
43090.77 0 6
43285.52 0 4
43480.28 0 4
43675.03-44064.54 0 2
43675.03 0 7
43675.03-44064.54 0 1
43869.79 0 7
44064.54 0 1
44064.54 0 2
44064.54 0 3
44259.3 0 2
44454.05 0 1
44454.05 0 2
44454.05 0 3
44648.81 0 3
44648.81 0 2
44648.81 0 1
44843.56 0 2
45038.32 0 1
45038.32 0 2
45038.32 0 3
45233.07 0 3
45233.07 0 2
45233.07 0 1
45427.82 0 2
45622.58 0 1
45622.58 0 2
45622.58 0 3
45817.33 0 2
46012.09 0 3
46012.09 0 2
46012.09 0 1
46206.84 0 3
46206.84 0 2
46206.84 0 1
46401.6 0 2
46596.35 0 1
46596.35 0 2
46596.35 0 3
46791.11-46985.86 0 4
46791.11-46985.86 0 3
46791.11 0 2
46985.86 0 2
47180.62 0 1
47180.62 0 2
47180.62 0 3
47375.37 0 2
47570.13 0 2
47570.13 0 1
47570.13 0 3
47764.88 0 1
47764.88 0 3
47764.88 0 2
47959.63 0 2
48154.39 0 1
48154.39 0 3
48154.39 0 2
48349.14 0 1
48349.14 0 3
48349.14 0 2
48543.9 0 2
48738.65 0 3
48738.65 0 1
48738.65 0 2
48933.41 0 2
49128.16 0 3
49128.16 0 1
49128.16 0 2
49322.92 0 2
49322.92 0 1
49322.92 0 3
49517.67 0 2
49712.43 0 2
49712.43 0 1
49712.43 0 3
49907.18-50101.93 0 4
49907.18-50101.93 0 3
49907.18 0 2
50101.94 0 2
50296.69 0 2
50296.69 0 1
50296.69 0 3
50491.44 0 2
50686.2 0 3
50686.2 0 1
50686.2 0 2
50880.95 0 3
50880.95 0 1
50880.95 0 2
51075.71 0 2
51270.46 0 3
51270.46 0 1
51270.46 0 2
51465.22 0 2
51465.22 0 1
51465.22 0 3
51659.97 0 2
51854.73 0 2
51854.73 0 1
51854.73 0 3
52049.48 0 2
52244.24 0 3
52244.24 0 2
52244.24 0 1
52438.99 0 1
52438.99 0 2
52438.99 0 3
52633.74 0 2
52828.5 0 3
52828.5 0 1
52828.5 0 2
53023.25 0 2
53023.25-53218 0 3
53023.25-53218 0 4
53218.01 0 2
53412.76 0 1
53412.76 0 2
53412.76 0 3
53607.52 0 2
53802.27 0 2
53802.27 0 1
53802.27 0 3
53997.03 0 1
53997.03 0 2
53997.03 0 3
54191.78 0 2
54386.54 0 1
54386.54 0 2
54386.54 0 3
54581.29 0 3
54581.29 0 2
54581.29 0 1
54776.05 0 2
54970.8 0 3
54970.8 0 1
54970.8 0 2
55165.55 0 2
55360.31 0 1
55360.31 0 2
55360.31 0 3
55555.06 0 1
55555.06 0 2
55555.06 0 3
55749.82 0 2
55944.57 0 3
55944.57 0 2
55944.57 0 1
56139.33-56334.090000000004 0 4
56139.33-56334.090000000004 0 3
56139.33 0 2
56334.08 0 2
56528.84 0 1
56528.84 0 3
56528.84 0 2
56528.84 0 7
56723.59 0 7
56723.59 0 2
56918.35 0 7
56918.35 0 2
56918.35 0 3
56918.35 0 1
57113.1 0 7
57113.1 0 3
57113.1 0 1
57113.1 0 2
57307.86 0 7
57307.86 0 2
57502.61 0 3
57502.61 0 2
57502.61 0 1
57502.61 0 7
57697.36 0 6
57697.37 0 3
57697.37 0 1
57697.37 0 2
57892.12 0 6
57892.12 0 2
58086.87 0 2
58086.87 0 3
58086.87 0 1
58086.87 0 6
58281.63 0 6
58281.63 0 2
58476.38 0 6
58476.38 0 2
58476.38 0 3
58476.38 0 1
58671.14 0 6
58671.14 0 1
58671.14 0 3
58671.14 0 2
58865.89 0 6
58865.89 0 2
59060.65 0 2
59060.65 0 3
59060.65 0 1
59060.65-59255.4 0 6
59255.4-59450.16 0 4
59255.4-59450.16 0 3
59255.4 0 2
59450.16 0 2
59644.91 0 7
59644.91 0 1
59644.91 0 3
59644.91 0 2
59839.67 0 7
59839.67 0 2
60034.42 0 1
60034.42 0 3
60034.42 0 2
60034.42 0 7
60229.17 0 7
60229.18 0 1
60229.18 0 3
60229.18 0 2
60423.93 0 7
60423.93 0 2
60618.68 0 7
60618.68 0 1
60618.68 0 3
60618.68 0 2
60813.44 0 6
60813.44 0 1
60813.44 0 3
60813.44 0 2
61008.19 0 2
61008.19 0 6
61202.95 0 6
61202.95 0 2
61202.95 0 3
61202.95 0 1
61397.7 0 6
61397.7 0 2
61592.46 0 6
61592.46 0 3
61592.46 0 1
61592.46 0 2
61787.21 0 6
61787.21 0 1
61787.21 0 3
61787.21 0 2
61981.97 0 2
61981.97 0 6
62176.72-62371.47 0 6
62176.72 0 2
62176.72 0 3
62176.72 0 1
62371.48-62566.240000000005 0 4
62371.48-62566.240000000005 0 3
62371.48 0 2
62566.23 0 2
62760.98 0 5
62760.99 0 2
62760.99 0 3
62760.99 0 1
62955.74 0 5
62955.74 0 2
63150.49 0 5
63150.49 0 1
63150.49 0 3
63150.49 0 2
63345.25 0 5
63345.25 0 2
63345.25 0 3
63345.25 0 1
63540 0 2
63540 0 5
63734.76 0 5
63734.76 0 2
63734.76 0 3
63734.76 0 1
63929.51 0 5
63929.51 0 1
63929.51 0 3
63929.51 0 2
64124.27 0 5
64124.27 0 2
64319.02 0 5
64319.02 0 1
64319.02 0 3
64319.02 0 2
64513.78 0 2
64513.78 0 5
64708.53 0 5
64708.53 0 1
64708.53 0 3
64708.53 0 2
64903.29 0 5
64903.29 0 2
64903.29 0 3
64903.29 0 1
65098.04 0 5
65098.04 0 2
65292.79 0 5
65292.8 0 2
65292.8 0 3
65292.8 0 1
65487.55 0 2
65487.55-65682.3 0 4
65487.55-65682.3 0 7
65487.55-65682.3 0 3
65877.06 0 7
66071.81 0 7
66266.57 0 1
66461.32 0 1
66656.08 0 5
66850.83 0 5
67045.59 0 3
67240.34 0 3
67435.1 0 7
67629.85 0 7
67824.6 0 4
68019.36 0 4
68214.11 0 3
68408.87 0 3
68603.62 0 6
68798.38 0 7
68993.13 0 3
68993.13 0 2
68993.13 0 4
69187.89 0 3
69187.89 0 2
69382.64 0 3
69382.64 0 2
69382.64 0 7
69577.4-69869.53 0 6
69577.4-69869.53 0 5
69577.4 0 1
69772.15 0 1
69772.15 0 7
69966.91 0 2
69966.91 0 1
70161.66 0 3
70161.66 0 2
70161.66 0 7
70356.41 0 2
70356.41 0 1
70551.17 0 7
70551.17 0 2
70551.17 0 3
70745.92 0 3
70745.92 0 2
70940.68 0 3
70940.68 0 2
70940.68 0 7
71135.43 0 1
71135.43-71427.56 0 4
71135.43-71427.56 0 5
71330.19 0 1
71330.19 0 7
71524.94 0 1
71524.94 0 2
71719.7 0 7
71719.7 0 2
71719.7 0 3
71914.45 0 1
71914.45 0 2
72109.21 0 3
72109.21 0 2
72109.21 0 7
72109.21 0 4
72303.96 0 3
72303.96 0 2
72498.72 0 3
72498.72 0 2
72498.72 0 7
72693.47 0 1
72693.47-72985.6 0 5
72693.47-72985.6 0 6
72888.22 0 1
72888.22 0 7
73082.98 0 1
73082.98 0 2
73277.73 0 3
73277.73 0 2
73277.73 0 7
73472.49 0 2
73472.49 0 1
73667.24 0 3
73667.24 0 2
73667.24 0 7
73862 0 3
73862 0 2
74056.75 0 3
74056.75 0 2
74056.75 0 7
74251.51-74543.64 0 6
74251.51-74543.64 0 4
74251.51 0 1
74446.26 0 1
74446.26 0 7
74641.02 0 1
74641.02 0 2
74835.77 0 7
74835.77 0 2
74835.77 0 3
75030.52 0 1
75030.52 0 2
75127.9 0 7
75225.28 0 3
75225.28 0 2
75225.28 0 4
75420.03 0 3
75420.03 0 2
75614.79 0 7
75614.79 0 2
75614.79 0 3
75809.54 0 1
75809.54-76101.67 0 5
75809.54-76101.67 0 6
76004.3 0 1
76004.3 0 7
76199.05 0 1
76199.05 0 2
76393.81 0 3
76393.81 0 2
76393.81 0 7
76588.56 0 1
76588.56 0 2
76783.32 0 7
76783.32 0 2
76783.32 0 3
76978.07 0 3
76978.07 0 2
77172.83 0 7
77172.83 0 2
77172.83 0 3
77367.58-77659.71 0 4
77367.58-77659.71 0 5
77367.58 0 1
77562.33 0 1
77562.33 0 7
77757.09 0 1
77757.09 0 2
77951.84 0 7
77951.84 0 2
77951.84 0 3
78146.6 0 1
78146.6 0 2
78341.35 0 4
78341.35 0 2
78341.35 0 3
78341.35 0 7
78536.11 0 3
78536.11 0 2
78730.86 0 3
78730.86 0 2
78730.86 0 7
78925.62-79217.75 0 6
78925.62-79217.75 0 5
78925.62 0 1
78925.62 0 4
79120.37 0 1
79315.13 0 1
79315.13 0 2
79509.88 0 7
79509.88 0 2
79509.88 0 3
79704.63 0 1
79704.63 0 2
79899.39 0 7
79899.39 0 2
79899.39 0 3
80094.14 0 3
80094.14 0 2
80094.14 0 7
80094.14 0 4
80288.9 0 3
80288.9 0 2
80483.65 0 1
80483.65-80775.78 0 4
80483.65-80775.78 0 6
80483.65 0 7
80678.41 0 1
80678.41 0 7
80873.16 0 7
80873.16 0 2
80873.16 0 1
81067.92 0 3
81067.92 0 2
81067.92 0 7
81262.67 0 1
81262.67 0 2
81262.67 0 6
81457.43 0 1
81457.43 0 7
81457.43 0 2
81652.18 0 7
81652.18 0 2
81846.93 0 7
81846.94 0 1
81846.94 0 3
81846.94 0 2
82041.69 0 2
82041.69 0 7
82236.44 0 7
82236.44 0 1
82236.45 0 2
82333.82 0 3
82431.2 0 2
82431.2 0 7
82528.58 0 3
82625.95 0 7
82625.95 0 1
82625.95 0 3
82625.95 0 2
82820.71 0 2
82820.71 0 7
83015.46 0 7
83015.46 0 1
83015.46 0 2
83210.22 0 2
83210.22 0 6
83404.97 0 6
83404.97 0 1
83404.97 0 3
83404.97 0 2
83599.73 0 2
83599.73 0 6
83794.48 0 6
83794.48 0 1
83794.48 0 2
83891.86 0 3
83989.23 0 6
83989.24 0 2
84086.61 0 3
84183.99 0 3
84183.99 0 6
84183.99 0 2
84183.99 0 1
84378.74 0 6
84378.75 0 2
84573.5 0 2
84573.5 0 1
84573.5 0 5
84768.25 0 5
84768.26 0 2
84963.01 0 2
84963.01 0 1
84963.01 0 5
84963.01 0 3
85157.76 0 5
85157.76 0 2
85352.52 0 2
85352.52 0 5
85352.52 0 1
85449.9 0 3
85547.27 0 5
85547.27 0 2
85644.65 0 3
85742.03 0 2
85742.03 0 3
85742.03 0 5
85742.03 0 1
85936.78 0 5
85936.78 0 2
86131.54 0 2
86131.54 0 5
86131.54 0 1
86326.29 0 6
86326.29 0 2
86521.04 0 1
86521.04 0 3
86521.04 0 6
86521.05 0 2
86715.8 0 6
86715.8 0 2
86910.55 0 6
86910.55 0 1
86910.56 0 2
87007.93 0 3
87105.31 0 2
87105.31 0 6
87202.69 0 3
87300.06 0 3
87300.06 0 5
87300.06 0 1
87300.07 0 2
87494.82 0 3
87494.82 0 5
87592.2 0 3
87689.57 0 7
87689.57 0 1
87689.57 0 2
87884.33 0 2
87884.33 0 7
88079.08 0 7
88079.08 0 2
88079.08 0 3
88079.08 0 4
88079.08 0 1
88273.84 0 2
88273.84 0 7
88468.59 0 7
88468.59 0 1
88468.59 0 2
88565.97 0 3
88663.34 0 7
88663.35 0 2
88760.72 0 3
88858.1 0 1
88858.1 0 7
88858.1 0 3
88858.1 0 2
89052.85 0 7
89052.86 0 2
89247.61 0 2
89247.61 0 7
89247.61 0 1
89442.36 0 6
89442.37 0 2
89637.12 0 2
89637.12 0 3
89637.12 0 1
89637.12 0 6
89831.87 0 6
89831.88 0 2
90026.63 0 2
90026.63 0 6
90026.63 0 1
90124.01 0 3
90221.38 0 6
90221.38 0 2
90318.76 0 3
90416.14 0 2
90416.14 0 6
90416.14 0 1
90416.14 0 3
90610.89 0 6
90610.89 0 2
90805.65 0 2
90805.65 0 1
90805.65 0 5
91000.4 0 5
91000.4 0 2
91195.16 0 2
91195.16 0 3
91195.16 0 1
91195.16 0 5
91389.91 0 5
91389.91 0 2
91584.66 0 5
91584.66 0 1
91584.67 0 2
91682.04 0 3
91779.42 0 5
91779.42 0 2
91876.8 0 3
91974.17 0 1
91974.17 0 3
91974.17 0 5
91974.18 0 2
92168.93 0 2
92168.93 0 5
92363.68 0 5
92363.68 0 1
92363.69 0 2
92558.44 0 2
92558.44 0 4
92753.19 0 3
92753.19 0 4
92753.19 0 1
92753.19 0 2
92947.95 0 2
92947.95 0 4
93142.7 0 4
93142.7 0 1
93142.7 0 2
93240.08 0 3
93337.46 0 2
93337.46 0 4
93434.84 0 3
93532.21 0 1
93532.21-93726.97 0 6
93532.21 0 3
93532.21 0 2
93921.72 0 1
94116.48 0 1
94311.23 0 7
94505.99 0 7
94700.74 0 1
94895.5 0 1
95090.25 0 7
95285 0 7
95479.76 0 1
95674.51 0 1
95869.27 0 7
96064.02 0 7
96258.78 0 1
96453.53 0 1
96648.29 0 7
96843.04 0 7
97037.8 0 1
97232.55 0 1
97427.31 0 7
97622.06 0 7
97816.81 0 1
98011.57 0 1
98206.32 0 7
98401.08 0 7
98595.83 0 1
98790.59 0 1
98985.34 0 7
99180.1 0 7
99374.85 0 1
99569.61 0 1
99764.36 0 7
99959.12-100153.87 0 6
99959.12-100153.87 0 7
100153.87 0 2
100153.87 0 3
100153.87 0 1
100348.62 0 2
100543.38 0 1
100543.38 0 3
100543.38 0 2
100738.13 0 2
100738.13 0 3
100738.13 0 1
100932.89 0 2
101127.64 0 2
101127.64 0 3
101127.64 0 1
101322.4 0 1
101322.4 0 3
101322.4 0 2
101517.15 0 2
101711.91 0 1
101711.91 0 3
101711.91 0 2
101906.66 0 2
102101.42 0 3
102101.42 0 1
102101.42 0 2
102296.17 0 2
102296.17 0 3
102296.17 0 1
102490.92 0 2
102685.68 0 2
102685.68 0 3
102685.68 0 1
102880.43-103075.18 0 4
102880.43 0 2
102880.43-103075.18 0 3
103075.19 0 2
103269.94 0 2
103269.94 0 3
103269.94 0 1
103464.7 0 2
103659.45 0 2
103659.45 0 3
103659.45 0 1
103854.21 0 3
103854.21 0 1
103854.21 0 2
104048.96 0 2
104243.72 0 3
104243.72 0 2
104243.72 0 1
104438.47 0 3
104438.47 0 2
104438.47 0 1
104633.23 0 2
104827.98 0 1
104827.98 0 2
104827.98 0 3
105022.73 0 2
105217.49 0 3
105217.49 0 2
105217.49 0 1
105412.24 0 3
105412.24 0 2
105412.24 0 1
105607 0 2
105801.75 0 2
105801.75 0 3
105801.75 0 1
105996.51-106191.26 0 3
105996.51-106191.26 0 4
105996.51 0 2
106191.26 0 2
106386.02 0 1
106386.02 0 2
106386.02 0 3
106580.77 0 2
106775.53 0 1
106775.53 0 2
106775.53 0 3
106970.28 0 2
106970.28 0 3
106970.28 0 1
107165.04 0 2
107359.79 0 2
107359.79 0 3
107359.79 0 1
107554.54 0 2
107554.54 0 3
107554.54 0 1
107749.3 0 2
107944.05 0 1
107944.05 0 3
107944.05 0 2
108138.81 0 2
108333.56 0 2
108333.56 0 3
108333.56 0 1
108528.32 0 2
108528.32 0 1
108528.32 0 3
108723.07 0 2
108917.83 0 1
108917.83 0 2
108917.83 0 3
109112.58-109307.33 0 3
109112.58 0 2
109112.58-109307.33 0 4
109307.34 0 2
109502.09 0 1
109502.09 0 3
109502.09 0 2
109696.85 0 2
109891.6 0 1
109891.6 0 3
109891.6 0 2
110086.35 0 3
110086.35 0 1
110086.35 0 2
110281.11 0 2
110475.86 0 2
110475.86 0 1
110475.86 0 3
110670.62 0 2
110670.62 0 3
110670.62 0 1
110865.37 0 2
111060.13 0 1
111060.13 0 2
111060.13 0 3
111254.88 0 2
111449.64 0 1
111449.64 0 3
111449.64 0 2
111644.39 0 2
111644.39 0 3
111644.39 0 1
111839.15 0 2
112033.9 0 2
112033.9 0 1
112033.9 0 3
112228.65-112423.40999999999 0 3
112228.65-112423.40999999999 0 4
112228.65 0 2
112423.41 0 2
112618.16 0 3
112618.16 0 2
112618.16 0 7
112618.16 0 1
112812.92 0 7
112812.92 0 2
113007.67 0 7
113007.67 0 3
113007.67 0 2
113007.67 0 1
113202.43 0 7
113202.43 0 1
113202.43 0 3
113202.43 0 2
113397.18 0 7
113397.18 0 2
113591.94 0 2
113591.94 0 1
113591.94 0 7
113591.94 0 3
113786.69 0 6
113786.69 0 1
113786.69 0 2
113786.69 0 3
113981.45 0 6
113981.45 0 2
114176.2 0 3
114176.2 0 1
114176.2 0 6
114176.2 0 2
114370.96 0 6
114370.96 0 2
114565.71 0 6
114565.71 0 3
114565.71 0 2
114565.71 0 1
114760.46 0 6
114760.47 0 1
114760.47 0 2
114760.47 0 3
114955.22 0 6
114955.22 0 2
115149.97-115344.72 0 6
115149.97 0 2
115149.97 0 3
115149.97 0 1
115344.73-115539.48999999999 0 3
115344.73 0 2
115344.73-115539.48999999999 0 4
115539.48 0 2
115734.24 0 7
115734.24 0 3
115734.24 0 1
115734.24 0 2
115928.99 0 7
115928.99 0 2
116123.75 0 3
116123.75 0 2
116123.75 0 1
116123.75 0 7
116318.5 0 7
116318.5 0 1
116318.5 0 2
116318.5 0 3
116513.26 0 7
116513.26 0 2
116708.01 0 7
116708.01 0 2
116708.01 0 1
116708.01 0 3
116902.77 0 6
116902.77 0 3
116902.77 0 1
116902.77 0 2
117097.52 0 6
117097.52 0 2
117292.27 0 6
117292.28 0 3
117292.28 0 1
117292.28 0 2
117487.03 0 6
117487.03 0 2
117681.78 0 3
117681.78 0 2
117681.78 0 6
117681.78 0 1
117876.54 0 6
117876.54 0 3
117876.54 0 2
117876.54 0 1
118071.29 0 6
118071.29 0 2
118266.05-118460.8 0 6
118266.05 0 2
118266.05 0 1
118266.05 0 3
118460.8-118655.56 0 3
118460.8 0 2
118460.8-118655.56 0 4
118655.56 0 2
118850.31 0 5
118850.31 0 1
118850.31 0 2
118850.31 0 3
119045.07 0 5
119045.07 0 2
119239.82 0 5
119239.82 0 2
119239.82 0 1
119239.82 0 3
119434.58 0 5
119434.58 0 3
119434.58 0 2
119434.58 0 1
119629.33 0 5
119629.33 0 2
119824.08 0 5
119824.09 0 1
119824.09 0 2
119824.09 0 3
120018.84 0 5
120018.84 0 2
120018.84 0 1
120018.84 0 3
120213.59 0 5
120213.59 0 2
120408.35 0 5
120408.35 0 1
120408.35 0 2
120408.35 0 3
120603.1 0 5
120603.1 0 2
120797.86 0 5
120797.86 0 1
120797.86 0 2
120797.86 0 3
120992.61 0 5
120992.61 0 3
120992.61 0 1
120992.61 0 2
121187.37 0 5
121187.37 0 2
121382.12 0 5
121382.12 0 3
121382.12 0 1
121382.12 0 2
121576.88 0 3
121576.88-121771.63 0 7
121576.88 0 4
121576.88 0 2
121771.63-122161.14 0 3
121966.39 0 6
122161.14 0 6
122355.9 0 6
122355.9-122453.28 0 2
122550.65 0 6
122550.65-122648.03 0 3
122745.4 0 6
122745.4-122842.78 0 4
122940.16 0 6
123134.91 0 6
123134.91-123232.29000000001 0 5
123329.67 0 6
123329.67-123427.05 0 3
123524.42 0 6
123524.42-123621.8 0 4
123719.18 0 6
123719.18-124011.31 0 3
123913.93 0 6
124108.69 0 6
124108.69-124498.2 0 2
124303.44 0 6
124498.2 0 6
124692.95 0 6
124887.7 0 6
125082.46 0 2
125082.46 0 4
125082.46 0 3
125277.21 0 2
125277.21 0 3
125471.97 0 2
125471.97 0 7
125471.97 0 3
125666.72 0 1
125666.72-125958.85 0 6
125666.72-125958.85 0 5
125861.48 0 7
125861.48 0 1
126056.23 0 1
126056.23 0 2
126250.99 0 2
126250.99 0 7
126250.99 0 3
126445.74 0 1
126445.74 0 2
126640.5 0 2
126640.5 0 3
126640.5 0 7
126835.25 0 2
126835.25 0 3
127030.01 0 7
127030.01 0 3
127030.01 0 2
127224.76 0 1
127224.76-127516.89 0 5
127224.76-127516.89 0 4
127419.51 0 7
127419.51 0 1
127614.27 0 2
127614.27 0 1
127809.02 0 3
127809.02 0 7
127809.02 0 2
128003.78 0 2
128003.78 0 1
128198.53 0 7
