###FILE ALREADY PARSED###
27241.02 0 1
27331.92 0 7
27422.82 0 4
27513.72 0 7
27695.51 0 5
27695.51 0 2
27695.51 0 1
28059.11 0 2
28059.11 0 4
28059.11 0 1
28240.9 0 6
28331.8 0 7
28422.7 0 5
28513.6 0 6
28604.5 0 4
28695.39 0 5
28786.29 0 3
28877.19 0 2
28877.19 0 1
28877.19 0 4
28968.09 0 3
29058.99 0 7
29058.99 0 1
29058.99 0 2
29149.88 0 5
29331.68 0 2
29513.48 0 6
29695.27 0 3
29877.07 0 7
29967.97 0 5
30058.86 0 2
30149.76 0 7
30331.56 0 7
30422.46 0 2
30513.35 0 3
30604.25 0 7
30695.15 0 5
30786.05 0 2
30967.85 0 3
31149.64 0 2
31331.44 0 7
31422.34 0 5
31513.23 0 2
31604.13 0 7
31785.93 0 2
31876.83 0 5
31967.72 0 2
32058.62 0 5
32149.52 0 3
32240.42 0 1
32422.21 0 6
32604.01 0 5
32785.81 0 6
32876.7 0 3
32967.6 0 2
33058.5 0 7
33331.2 0 2
33512.99 0 6
33603.89 0 2
33694.79 0 5
33785.69 0 2
33876.58 0 7
34058.38 0 5
34240.18 0 6
34331.07 0 3
34421.97 0 7
34603.77 0 2
34603.77 0 1
34694.67 0 3
34785.56 0 7
34876.46 0 2
34967.36 0 5
34967.36 0 1
34967.36 0 2
35149.16 0 2
35330.95 0 6
35512.75 0 3
35694.55 0 7
35785.44 0 5
35876.34 0 2
35967.24 0 7
36149.04 0 7
36239.93 0 2
36330.83 0 3
36421.73 0 7
36512.63 0 5
36603.53 0 2
36785.32 0 3
36967.12 0 2
37148.91 0 7
37239.81 0 5
37330.71 0 2
37421.61 0 7
37603.4 0 2
37694.3 0 5
37785.2 0 2
37876.1 0 5
37967 0 3
38057.89 0 1
38239.69 0 6
38421.49 0 5
38603.28 0 6
38694.18 0 3
38785.08 0 2
38875.98 0 7
39148.67 0 2
39330.47 0 6
39421.37 0 2
39512.26 0 5
39603.16 0 2
39694.06 0 7
39875.86 0 5
39966.75 0 2
40057.65 0 5
40148.55 0 2
40148.55 0 3
40239.45 0 7
40239.45 0 1
40784.84 0 2
40784.84 0 5
40966.63 0 3
40966.63 0 6
41148.43 0 7
41148.43 0 4
41330.23 0 5
41330.23 0 2
41421.12 0 6
41421.12 0 3
41602.92 0 7
41602.92 0 4
41784.71 0 2
41784.71 0 5
41875.61 0 3
41875.61 0 6
42057.41 0 7
42057.41 0 4
42239.21 0 1
42421 0 6
42602.8 0 1
42693.7 0 5
42875.49 0 1
42966.39 0 6
43148.19 0 1
43239.09 0 7
43511.78 0 1
43511.78 0 2
43693.58 0 5
43693.58 0 2
43875.37 0 6
43875.37 0 3
44057.17 0 7
44057.17 0 4
44238.96 0 5
44238.96 0 2
44329.86 0 3
44329.86 0 6
44511.66 0 4
44511.66 0 7
44693.45 0 5
44693.45 0 2
44784.35 0 4
44784.35 0 7
44966.15 0 6
44966.15 0 3
45147.94 0 2
45238.84 0 4
45329.74 0 6
45420.64 0 2
45511.54 0 4
45602.44 0 6
45693.33 0 2
45784.23 0 4
45875.13 0 6
45966.03 0 2
46056.93 0 2
46056.93 0 1
46056.93 0 7
46147.82 0 5
46238.72 0 7
46420.52 0 3
46602.31 0 2
46602.31 0 5
46602.31 0 3
46602.31 0 1
46784.11 0 6
46784.11 0 3
46965.91 0 7
46965.91 0 4
47147.7 0 2
47147.7 0 5
47238.6 0 3
47238.6 0 6
47420.4 0 7
47420.4 0 4
47602.19 0 1
47693.09 0 5
47783.99 0 7
47874.89 0 5
47965.78 0 3
48056.68 0 1
48147.58 0 5
48238.48 0 1
48329.38 0 3
48511.17 0 1
48602.07 0 6
48783.87 0 1
48874.77 0 3
49056.56 0 1
49147.46 0 5
49238.36 0 1
49420.15 0 7
49511.05 0 1
49692.85 0 3
49692.85 0 5
49692.85 0 1
49874.64 0 1
49965.54 0 2
49965.54 0 4
50147.34 0 1
50238.24 0 5
50238.24 0 3
50420.03 0 1
50510.93 0 4
50510.93 0 6
50692.73 0 1
50783.63 0 5
50783.63 0 6
50965.42 0 1
51147.22 0 5
51147.22 0 7
51329.01 0 6
51510.81 0 3
51601.71 0 5
51692.61 0 2
51692.61 0 1
51692.61 0 4
51692.61 0 7
51965.3 0 4
51965.3 0 2
51965.3 0 1
51965.3 0 6
52237.99 0 2
52237.99 0 5
52237.99 0 4
52237.99 0 1
52419.79 0 2
52419.79 0 1
52419.79 0 4
52601.59 0 4
52783.38 0 6
52965.18 0 4
53056.08 0 1
53146.98 0 7
53328.77 0 1
53328.77 0 5
53510.57 0 7
53692.36 0 5
53874.16 0 1
54055.96 0 1
54055.96 0 5
54237.75 0 3
54419.55 0 5
54419.55 0 4
54510.45 0 1
54692.24 0 4
54783.14 0 5
54874.04 0 1
55146.73 0 5
55328.53 0 1
55328.53 0 4
55328.53 0 7
55510.33 0 4
55692.12 0 5
55692.12 0 7
55873.92 0 4
55964.82 0 1
56055.71 0 7
56055.71 0 5
56237.51 0 1
56237.51 0 7
56419.31 0 5
56601.1 0 4
56601.1 0 7
56782.9 0 1
56964.69 0 7
56964.69 0 5
56964.69 0 1
57146.49 0 4
57328.29 0 7
57328.29 0 5
57510.08 0 1
57510.08 0 4
57510.08 0 7
57691.88 0 7
57691.88 0 5
57873.67 0 7
57873.67 0 1
58237.27 0 2
58237.27 0 1
58237.27 0 3
58237.27 0 5
58419.06 0 5
58600.86 0 1
58600.86 0 3
58600.86 0 6
58782.66 0 5
58964.45 0 1
58964.45 0 6
59328.04 0 6
59328.04 0 3
59328.04 0 1
59509.84 0 7
59691.64 0 1
59873.43 0 5
60055.23 0 1
60055.23 0 3
60055.23 0 7
60237.02 0 5
60418.82 0 1
60418.82 0 7
60782.41 0 1
60782.41 0 3
60964.21 0 5
61146.01 0 1
61146.01 0 2
61146.01 0 4
61509.6 0 1
61509.6 0 4
61873.19 0 1
61873.19 0 4
62054.99 0 2
62054.99 0 5
62236.78 0 1
62236.78 0 4
62418.58-62963.97 0 3
62418.58-62963.97 0 6
64054.74 0 5
64236.54 0 2
64418.34 0 6
64600.13 0 3
64781.93 0 7
64872.83 0 5
64963.72 0 2
65054.62 0 7
65236.42 0 7
65327.32 0 2
65418.21 0 3
65509.11 0 7
65600.01 0 5
65690.91 0 2
65872.71 0 3
66054.5 0 2
66236.3 0 7
66327.2 0 5
66418.09 0 2
66508.99 0 7
66690.79 0 2
66781.69 0 5
66872.58 0 2
66963.48 0 5
67054.38 0 3
67145.28 0 1
67327.07 0 6
67508.87 0 5
67690.67 0 6
67781.56 0 3
67872.46 0 2
67963.36 0 7
68236.06 0 2
68417.85 0 6
68508.75 0 2
68599.65 0 5
68690.55 0 2
68781.44 0 7
68963.24 0 5
69145.04 0 6
69235.93 0 3
69326.83 0 7
69508.63 0 1
69508.63 0 2
69599.53 0 3
69690.42 0 7
69781.32 0 2
69872.22 0 1
69872.22 0 2
69872.22 0 5
70054.02 0 2
70235.81 0 6
70417.61 0 3
70599.41 0 7
70690.3 0 5
70781.2 0 2
70872.1 0 7
71053.9 0 7
71144.79 0 2
71235.69 0 3
71326.59 0 7
71417.49 0 5
71508.39 0 2
71690.18 0 3
71871.98 0 2
72053.77 0 7
72144.67 0 5
72235.57 0 2
72326.47 0 7
72508.26 0 2
72599.16 0 5
72690.06 0 2
72780.96 0 5
72871.86 0 3
72962.75 0 1
73144.55 0 6
73326.35 0 5
73508.14 0 6
73599.04 0 3
73689.94 0 2
73780.84 0 7
74053.53 0 2
74235.33 0 6
74326.23 0 2
74417.12 0 5
74508.02 0 2
74598.92 0 7
74780.72 0 5
74871.61 0 2
74962.51 0 5
75053.41 0 3
75053.41 0 2
75144.31 0 1
75144.31 0 7
75689.7 0 5
75689.7 0 2
75871.49 0 6
75871.49 0 3
76053.29 0 4
76053.29 0 7
76235.09 0 2
76235.09 0 5
76325.98 0 3
76325.98 0 6
76507.78 0 4
76507.78 0 7
76689.57 0 5
76689.57 0 2
76780.47 0 6
76780.47 0 3
76962.27 0 4
76962.27 0 7
77144.07 0 1
77325.86 0 6
77507.66 0 1
77598.56 0 5
77780.35 0 1
77871.25 0 6
78053.05 0 1
78143.95 0 7
78416.64 0 2
78416.64 0 1
78598.44 0 2
78598.44 0 5
78780.23 0 3
78780.23 0 6
78962.03 0 4
78962.03 0 7
79143.82 0 2
79143.82 0 5
79234.72 0 6
79234.72 0 3
79416.52 0 7
79416.52 0 4
79598.31 0 2
79598.31 0 5
79689.21 0 7
79689.21 0 4
79871.01 0 3
79871.01 0 6
80052.8 0 2
80143.7 0 4
80234.6 0 6
80325.5 0 2
80416.4 0 4
80507.3 0 6
80598.19 0 2
80689.09 0 4
80779.99 0 6
80870.89 0 2
80961.79 0 1
80961.79 0 2
80961.79 0 7
81052.68 0 5
81143.58 0 7
81325.38 0 3
81507.17 0 5
81507.17 0 2
81507.17 0 1
81507.17 0 3
81688.97 0 3
81688.97 0 6
81870.77 0 4
81870.77 0 7
82052.56 0 5
82052.56 0 2
82143.46 0 6
82143.46 0 3
82325.26 0 4
82325.26 0 7
82507.05 0 1
82597.95 0 5
82688.85 0 7
82779.75 0 5
82870.64 0 3
82961.54 0 1
83052.44 0 5
83143.34 0 1
83234.24 0 3
83416.03 0 1
83506.93 0 6
83688.73 0 1
83779.63 0 3
83961.42 0 1
84052.32 0 5
84143.22 0 1
84325.01 0 7
84415.91 0 1
84597.71 0 5
84597.71 0 3
84597.71 0 1
84779.5 0 1
84870.4 0 4
84870.4 0 2
85052.2 0 1
85143.1 0 3
85143.1 0 5
85324.89 0 1
85415.79 0 6
85415.79 0 4
85597.59 0 1
85688.49 0 6
85688.49 0 5
85870.28 0 1
86052.08 0 7
86052.08 0 5
86233.87 0 6
86415.67 0 3
86506.57 0 5
86597.47 0 1
86597.47 0 4
86597.47 0 7
86597.47 0 2
86870.16 0 2
86870.16 0 4
86870.16 0 6
86870.16 0 1
87142.85 0 5
87142.85 0 4
87142.85 0 1
87142.85 0 2
88779.02 0 3
88779.02 0 4
88779.02 0 5
88869.92 0 1
88960.82 0 4
89051.71 0 2
89142.61 0 5
89233.51 0 3
89324.41 0 5
89415.31 0 4
89506.2 0 5
89597.1 0 7
89688 0 1
89778.9 0 3
89869.8 0 5
89960.69 0 3
90051.59 0 5
90142.49 0 7
90233.39 0 3
90324.29 0 1
90415.19 0 3
90506.08 0 5
90596.98 0 4
90687.88 0 2
90778.78 0 4
90869.68 0 6
90960.57 0 5
91051.47 0 1
91142.37 0 3
91233.27 0 5
91324.17 0 4
91415.06 0 2
91505.96 0 7
91596.86 0 5
91687.76 0 4
91778.66 0 1
91869.55 0 3
91960.45 0 7
92051.35 0 5
92142.25 0 1
92233.15 0 3
92324.04 0 7
92414.94 0 5
92505.84 0 1
92596.74 0 4
92687.64 0 7
92778.53 0 5
92869.43 0 1
92960.33 0 4
93051.23 0 7
93142.13 0 5
93233.03 0 1
93323.92 0 3
93414.82 0 7
93505.72 0 5
93596.62 0 1
93687.52 0 3
93778.41 0 5
93869.31 0 4
93960.21 0 1
94051.11 0 2
94142.01 0 4
94232.9 0 5
94323.8 0 2
94414.7 0 7
94505.6 0 5
94596.5 0 4
94687.39 0 1
94778.29 0 4
94869.19 0 1
94960.09 0 5
95050.99 0 1
95141.88 0 6
95232.78 0 1
95323.68 0 4
95414.58 0 2
95505.48 0 4
95596.38 0 2
95687.27 0 5
95778.17 0 2
95869.07 0 6
95959.97 0 2
96050.87 0 4
96141.76 0 1
96232.66 0 3
96323.56 0 1
96414.46 0 4
96505.36 0 3
96596.25 0 4
96687.15 0 7
96778.05 0 4
96868.95 0 2
96959.85 0 4
97050.74 0 2
97141.64 0 5
97232.54 0 7
97323.44 0 5
97414.34 0 3
97505.23 0 5
97596.13 0 2
97687.03 0 4
97777.93 0 6
97868.83 0 4
97959.73 0 1
98050.62 0 3
98141.52 0 4
98232.42 0 6
98323.32 0 3
98414.22 0 1
98505.11 0 5
98596.01 0 7
98686.91 0 2
98777.81 0 3
98868.71 0 7
98959.6 0 5
99050.5 0 3
99141.4 0 7
99232.3 0 5
99323.2 0 3
99414.09 0 7
99504.99 0 3
99595.89 0 7
99686.79 0 1
99777.69 0 3
99868.58 0 5
99959.48 0 7
100050.38 0 6
100141.28 0 5
100232.18 0 4
100413.97 0 3
100413.97 0 7
100413.97 0 1
100686.67 0 4
100686.67 0 1
100959.36 0 3
100959.36 0 7
100959.36 0 1
101322.95 0 4
101322.95 0 7
101322.95 0 1
101504.75 0 3
101504.75 0 1
101686.55 0 4
101686.55 0 7
101686.55 0 1
101868.34 0 3
101868.34 0 7
101868.34 0 1
102141.04 0 4
102141.04 0 1
102413.73 0 3
102413.73 0 7
102413.73 0 1
102777.32 0 4
102777.32 0 1
102959.12 0 3
102959.12 0 7
102959.12 0 1
103140.92 0 1
103140.92 0 4
103322.71-104049.89 0 7
103322.71-104049.89 0 1
103322.71-103868.1 0 2
103322.71-103868.1 0 6
103322.71-103686.3 0 4
